schema_namespace,schema_sha256,quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,article_text_length,quiz_taskrun_uuid,contributor_uuid,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,9baae1ef-cd1b-4c47-b666-101397cdfe78,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q2,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,T1.Q2.A1,"General Causation (in general, X causes Y)",bff699c4-cc50-4f82-8bf1-d13354bc0f29,9baae1ef-cd1b-4c47-b666-101397cdfe78,"General Causation (in general, X causes Y)",1,3,1097,1382,Just over 100 of the children were at high risk because they had an older sibling diagnosed with autism. The faster growth rate of the surface areas of their brains correctly predicted eight times out of 10 which of the high-risk children would go on to be diagnosed with the condition
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,9baae1ef-cd1b-4c47-b666-101397cdfe78,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q2,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,T1.Q2.A1,"General Causation (in general, X causes Y)",bff699c4-cc50-4f82-8bf1-d13354bc0f29,9baae1ef-cd1b-4c47-b666-101397cdfe78,"General Causation (in general, X causes Y)",1,3,407,562,"evidence of autism in the brain even earlier\u2014well before a child\u2019s first birthday\u2014and that the signs can be seen on a magnetic resonance imaging (MRI) scan"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,9baae1ef-cd1b-4c47-b666-101397cdfe78,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q2,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,T1.Q2.A1,"General Causation (in general, X causes Y)",bff699c4-cc50-4f82-8bf1-d13354bc0f29,9baae1ef-cd1b-4c47-b666-101397cdfe78,"General Causation (in general, X causes Y)",1,3,1385,1458,Enlargement of the brain seemed to correlate with the arrival of symptoms
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,15d7350e-d5c4-4dc3-9aca-44ddc49c0d9b,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,T1.Q3.A1,Correlation,a90bd9c6-f17d-4e0f-865f-f03648848f46,15d7350e-d5c4-4dc3-9aca-44ddc49c0d9b,Correlation,1,1,1385,1464,"Enlargement of the brain seemed to correlate with the arrival of symptoms, says"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,bae50fed-b581-4c90-bed3-94833c25d808,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,T1.Q3.A2,Cause precedes effect,61bd74c5-efdf-41d6-aed0-2083c7bad24f,bae50fed-b581-4c90-bed3-94833c25d808,Cause precedes effect,1,1,407,562,"evidence of autism in the brain even earlier\u2014well before a child\u2019s first birthday\u2014and that the signs can be seen on a magnetic resonance imaging (MRI) scan"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,db53bb5f-3526-49e0-94a7-bd0cb98455b9,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,T1.Q3.A4,A plausible mechanism is proposed,ed3a309c-fde1-4553-ad93-e3e200fa1028,db53bb5f-3526-49e0-94a7-bd0cb98455b9,A plausible mechanism is proposed,1,1,565,677,"We\u2019re learning that there are biological changes that occur at [the time] or before the symptoms start to emerge"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,e28ed8d6-4a54-4a6e-b781-cc0eff3390c7,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,T1.Q3.A5,An experimental study was conducted (natural experiments OK),ab001997-53b0-41ea-8a74-90b8c2196056,e28ed8d6-4a54-4a6e-b781-cc0eff3390c7,An experimental study was conducted (natural experiments OK),1,1,947,1095,"For the study, published this week in Nature, researchers conducted MRI scans on 150 children three times: at six months old, one year and two years"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,221bc3ea-8070-43df-9eaa-1bbae08f7c62,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,T1.Q3.A7,Experts are cited,b1170403-ad59-4664-9106-d072e1999b8b,221bc3ea-8070-43df-9eaa-1bbae08f7c62,Experts are cited,1,2,1385,1627,"Enlargement of the brain seemed to correlate with the arrival of symptoms, says Heather Hazlett, a psychologist at the University of North Carolina\u2019s Carolina Institute for Developmental Disabilities (CIDD), and the paper\u2019s lead author. Still"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,221bc3ea-8070-43df-9eaa-1bbae08f7c62,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,T1.Q3.A7,Experts are cited,b1170403-ad59-4664-9106-d072e1999b8b,221bc3ea-8070-43df-9eaa-1bbae08f7c62,Experts are cited,1,2,2922,3195,"By showing scientists more about how brains develop prior to an autism diagnosis, the study may also offer insights into the genetic triggers of autism, says James McPartland, a psychologist at Yale University\u2019s Child Study Center who also did not take part in the research"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6078,6f4c9143-8392-4deb-b2e6-b9e8976b40bb,2abbe1a3-c9a7-41ab-9738-64ca86756d37,Evidence Specialist,T1.Q5,How representative is the sample of the population that the claim is made about?,T1.Q5.A2,Fairly representative,14832e61-b250-4465-9f1e-18fa6dbaf4a0,6f4c9143-8392-4deb-b2e6-b9e8976b40bb,Fairly representative,1,1,947,1152,"For the study, published this week in Nature, researchers conducted MRI scans on 150 children three times: at six months old, one year and two years. Just over 100 of the children were at high risk because"
