Article ID,Credibility Indicator ID,Credibilty Indicator Category,Credibility Indicator Name,Points,Indices of Label in Article,Start,End,target_text
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,L0,Language,Well-balanced,0.0,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,L0,Language,Well-balanced,0.0,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,L0,Language,Well-balanced,0.0,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,L0,Language,Well-balanced,0.0,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,L0,Language,Well-balanced,0.0,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,L0,Language,Well-balanced,0.0,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,O0,Overall,Very Biased,-1.250758053014374,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,O0,Overall,Good Title,1.7081072626288039,[],-1,-1,nan
ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,O0,Overall,Celebrity Gossip,-0.0,[],-1,-1,nan
,,,,,,,,
