schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},da29e8fc-e1b4-43e6-b55e-9b948887393f,T1.Q2,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,CHECKBOX,NONE,,nominal,{},3,bff699c4-cc50-4f82-8bf1-d13354bc0f29,T1.Q2.A1,"General Causation (in general, X causes Y)",T1.Q3,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},da29e8fc-e1b4-43e6-b55e-9b948887393f,T1.Q2,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,CHECKBOX,NONE,,nominal,{},3,e43388d6-e0d3-4a03-a4b8-54c6d38d9998,T1.Q2.A2,"Singular Causation (in this case, A caused/is causing B)",T1.Q3,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},da29e8fc-e1b4-43e6-b55e-9b948887393f,T1.Q2,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,CHECKBOX,NONE,,nominal,{},3,d583c4ea-bac3-4231-bf02-3305a841e26b,T1.Q2.A3,No causal claim made,,0,1,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},35203267-fc88-44dd-8259-95a5babfda1e,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",nominal,{},9,a90bd9c6-f17d-4e0f-865f-f03648848f46,T1.Q3.A1,Correlation,T1.Q5,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},35203267-fc88-44dd-8259-95a5babfda1e,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",nominal,{},9,61bd74c5-efdf-41d6-aed0-2083c7bad24f,T1.Q3.A2,Cause precedes effect,,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},35203267-fc88-44dd-8259-95a5babfda1e,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",nominal,{},9,0999f6d4-dc62-4912-8833-0c28c129f388,T1.Q3.A3,The correlation appears across multiple independent contexts,,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},35203267-fc88-44dd-8259-95a5babfda1e,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",nominal,{},9,ed3a309c-fde1-4553-ad93-e3e200fa1028,T1.Q3.A4,A plausible mechanism is proposed,,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},35203267-fc88-44dd-8259-95a5babfda1e,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",nominal,{},9,ab001997-53b0-41ea-8a74-90b8c2196056,T1.Q3.A5,An experimental study was conducted (natural experiments OK),"T1.Q5, T1.Q6",1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},35203267-fc88-44dd-8259-95a5babfda1e,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",nominal,{},9,9f5de9f2-e65c-41fc-94d1-e81372b62c0b,T1.Q3.A6,There is a clear dose-response curve,,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0e4d9b2c-5c8f-486e-b520-13dfab8d3b1a,Evidence Specialist,{},35203267-fc88-44dd-8259-95a5babfda1e,T1.Q3,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,NONE,"T1.Q8, T1.Q9",nominal,{},9,b1170403-ad59-4664-9106-d072e1999b8b,T1.Q3.A7,Experts are cited,,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
