highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,b29de213-3dca-4072-b65e-324fa50188fe,595077a0-81f9-4333-90ad-ff880bb0b868,2018-07-12 02:32:06.809808,2018-07-12 02:43:23.313573,676.503765,c5dd1ce7-6d4a-409e-b945-6fc906f5ed0e,,Language,1,583,595,"two big ""ifs",3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,b29de213-3dca-4072-b65e-324fa50188fe,595077a0-81f9-4333-90ad-ff880bb0b868,2018-07-12 02:32:06.809808,2018-07-12 02:43:23.313573,676.503765,c5dd1ce7-6d4a-409e-b945-6fc906f5ed0e,,Language,1,1631,1637,merely,3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,b29de213-3dca-4072-b65e-324fa50188fe,595077a0-81f9-4333-90ad-ff880bb0b868,2018-07-12 02:32:06.809808,2018-07-12 02:43:23.313573,676.503765,1cf3acf5-f6cb-4fca-be90-ddb0d12799e5,,Reasoning,1,327,469,"The company behind it says a two-year trial, published in Basic and Clinical Andrology, shows the gel works and is safe - at least in primates",3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,b29de213-3dca-4072-b65e-324fa50188fe,595077a0-81f9-4333-90ad-ff880bb0b868,2018-07-12 02:32:06.809808,2018-07-12 02:43:23.313573,676.503765,58a1ab8e-f61a-45d3-b27a-0f0ee71db2b9,,Evidence,1,1853,2428,"The University of California researchers tested the gel on 16 adult male monkeys, 10 of whom were already fathers.

The monkeys were monitored for a week after getting the injection and were then released back into their an enclosure to rejoin some fertile females.

Mating did occur, but none of the female monkeys became pregnant over the course of the study, which included two full breeding periods for some of the animals.

Few of the male monkeys had side-effects, although one did need an operation because the injection did not go to plan and damaged one of his tubes",3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,c9498d74-97a1-4cac-88aa-e4c0ae3c7314,f9c04b64-a008-41c0-a832-a02b9975c57c,2018-07-12 02:30:16.696145,2018-07-12 02:43:51.149460,814.453315,ab866517-b663-4f2e-bcc4-f084384a2799,,Language,1,587,595,"big ""ifs",3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,c9498d74-97a1-4cac-88aa-e4c0ae3c7314,f9c04b64-a008-41c0-a832-a02b9975c57c,2018-07-12 02:30:16.696145,2018-07-12 02:43:51.149460,814.453315,ab866517-b663-4f2e-bcc4-f084384a2799,,Language,1,1631,1637,merely,3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,c9498d74-97a1-4cac-88aa-e4c0ae3c7314,f9c04b64-a008-41c0-a832-a02b9975c57c,2018-07-12 02:30:16.696145,2018-07-12 02:43:51.149460,814.453315,80f2e2fb-6255-42fd-a7b1-ad9bbf05a01d,,Reasoning,1,415,469,shows the gel works and is safe - at least in primates,3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,c9498d74-97a1-4cac-88aa-e4c0ae3c7314,f9c04b64-a008-41c0-a832-a02b9975c57c,2018-07-12 02:30:16.696145,2018-07-12 02:43:51.149460,814.453315,80f2e2fb-6255-42fd-a7b1-ad9bbf05a01d,,Reasoning,1,2613,2762,"in order for it to have a chance of replacing the traditional surgical method of vasectomy, the authors need to show that the procedure is reversible",3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,c9498d74-97a1-4cac-88aa-e4c0ae3c7314,f9c04b64-a008-41c0-a832-a02b9975c57c,2018-07-12 02:30:16.696145,2018-07-12 02:43:51.149460,814.453315,80f2e2fb-6255-42fd-a7b1-ad9bbf05a01d,,Reasoning,1,3092,3269,"I would imagine there is a worldwide market for a new male contraceptive, but trials in humans and more long-term safety data are required before we will know if it is a success",3844
9ec64b06-e7e2-42f7-badb-865dc7f24cea,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,junk-SSSPETest2,1732,1732SSSArticle.txt,d60572614a91c8b26df78404b512a1143ef1da40a4d5537762848cfbfcff215e,c9498d74-97a1-4cac-88aa-e4c0ae3c7314,f9c04b64-a008-41c0-a832-a02b9975c57c,2018-07-12 02:30:16.696145,2018-07-12 02:43:51.149460,814.453315,80f2e2fb-6255-42fd-a7b1-ad9bbf05a01d,,Reasoning,1,3617,3691,If you can have more options available then maybe more men would go for it,3844
