highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,task_uuid,task_redundancy,taskrun_count,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,21097de0-9e1c-439f-af59-f8eeace65b4c,Arguments_2018_08_21,Arguments,1,1678,2355,"It also suggests a similar limit \u2013 perhaps two hours \u2013 should be applied to school-aged children and adolescents, she added.\r\n\r\nThe researchers analysed data provided by the parents of more than 40,000 US children aged two to 17 for a nationwide health survey in 2016. The questionnaire asked about the youngsters' medical care, any emotional, developmental or behavioural issues and their daily screen time.\r\n\r\nAdolescents spending more than seven hours a day on screens are twice as likely to have been diagnosed with anxiety or depression as those who spent an hour. Links between screen time and wellbeing are stronger among adolescents than young children, the study found",4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,21097de0-9e1c-439f-af59-f8eeace65b4c,Arguments_2018_08_21,Arguments,1,2710,3299,"Even moderate use of four hours is also associated with lower psychological well-being than one hour a day.\r\nPre-schoolers, or under fives, who are high users are twice as likely to often lose their temper \u2013 and are 46 per cent more prone to not be able to calm down when excited.\r\n\r\nAmong 14 to 17 year olds, more than four in ten (42.2 per cent) of those in the study who spent more than seven hours a day on screens did not finish tasks.\r\n\r\nAbout one in eleven (9 per cent) of 11 to 13-year-olds who spent an hour with screens daily were not curious or interested in learning new things",4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,6f3f68e9-69d8-491b-91e3-396bebac659f,Assertions_2018_08_21,Assertions,1,1324,1483,"Parents and teachers must cut the amount of time children spend online or watching television while they're studying, socialising, eating or even playing sport",4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,d8fcddc4-b6c7-4047-a28b-3d7feb775bbf,QuotedSources_2018_07_11,Quoted Sources,5,4370,4543,"Experts warn 'addicted' children risk sleeplessness, obesity and falling victim to cyber-bullying, while losing valuable social skills through a lack of face-to-face contact",4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,aebcf16d-0e81-4f22-b445-717e3fd7a1e7,QuotedSources_2018_07_11,Quoted Sources,4,3801,4014,The US National Institute of Health estimates children and adolescents commonly spend an average of five to seven hours on screens during leisure time. Evidence is growing of the adverse effects this has on health,4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,b238b34f-ab78-4db1-9c99-86702c0c22c5,QuotedSources_2018_07_11,Quoted Sources,3,805,965,Researchers from San Diego State University and the University of Georgia say time spent on smartphones is a serious but avoidable cause of mental health issues,4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,61b2c6b0-787e-499d-a8fc-c3780c02306c,QuotedSources_2018_07_11,Quoted Sources,2,392,537,"This could be making them less curious, less able to finish tasks, less emotionally stable and lowering their self-control, the DailyMail reports",4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,7675f287-301e-4ea1-8ce5-f56d69358364,QuotedSources_2018_07_11,Quoted Sources,1,971,1318,"Half of mental health problems develop by adolescence,"" professors Jean Twenge and Keith Campbell said. ""There is a need to identify factors linked to mental health issues that are [able to be changed] in this population, as most are difficult or impossible to influence. How children and adolescents spend their leisure time is [easier] to change",4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,7675f287-301e-4ea1-8ce5-f56d69358364,QuotedSources_2018_07_11,Quoted Sources,1,1488,1673,"Professor Twenge said her study, one of the biggest of its kind, backs the American Academy of Pediatrics' established screen time limit \u2013 one hour per day for children aged two to five",4546
b23fbaef-a1fd-40ae-90c8-78043757bda0,https://pe.goodlylabs.org/project/Sp-19-Urap-March-FormTriage/task/1918,"Articles-March-2019/Smartphones, tablets causing mental health issues in kids as young as two.txt",100010,"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,fde25685-294b-4c28-8dab-227897655a99,16,6,b78069f5-7856-4196-8ef9-dd034f14f202,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-04-28 06:52:41.259010,2019-04-28 06:55:07.833385,146.574375,7675f287-301e-4ea1-8ce5-f56d69358364,QuotedSources_2018_07_11,Quoted Sources,1,1678,1801,"It also suggests a similar limit \u2013 perhaps two hours \u2013 should be applied to school-aged children and adolescents, she added",4546
