schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,task_uuid,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,a7b0e50b-d280-4276-8d08-14c42d9cfd6d,3,4,3ff46ed4-0e3f-4b09-a21a-e03029a0c9d3,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A11,Colorful but not misleading in any way,619afba6-6b49-4baa-9c7b-f81d8ce032ba,3ff46ed4-0e3f-4b09-a21a-e03029a0c9d3,Colorful but not misleading in any way,1,1,895,962,to conduct a political vendetta that could affect the U.S. election
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,a7b0e50b-d280-4276-8d08-14c42d9cfd6d,3,4,a47d7c9f-03ef-4b67-8c92-f885cba2616c,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A3,Scandal,ec25a8c7-3376-404e-b15f-7f65229ea39f,a47d7c9f-03ef-4b67-8c92-f885cba2616c,Scandal,1,1,1098,1134,investigation just for the interests
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,a7b0e50b-d280-4276-8d08-14c42d9cfd6d,3,4,73515092-ef78-4f09-b9cb-e7250d64108b,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A2,Exaggeration,c2b5506a-0062-4724-9ab9-1c7e46e0dda9,73515092-ef78-4f09-b9cb-e7250d64108b,Exaggeration,1,1,1555,1633,New York mayor as obsessed with possible misconduct by Biden or his son Hunter
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,a7b0e50b-d280-4276-8d08-14c42d9cfd6d,3,4,95e512b7-1085-4c78-b9ac-cbf6ea06f8dd,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,Language Specialist V4,T1.Q3,How much does the exaggeration misrepresent reality?,T1.Q3.A5,The exaggeration could not possibly mislead anyone,6a960e63-2661-4f1f-a1ab-1499348354f5,95e512b7-1085-4c78-b9ac-cbf6ea06f8dd,The exaggeration could not possibly mislead anyone,0,0,,,
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,a7b0e50b-d280-4276-8d08-14c42d9cfd6d,3,4,c2334249-dfdc-42e7-948e-bc1dd2efa19b,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,Language Specialist V4,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q12.A1,Nope,a330d2c6-03a6-43f6-854d-4bb2954df300,c2334249-dfdc-42e7-948e-bc1dd2efa19b,Nope,0,0,,,
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,a7b0e50b-d280-4276-8d08-14c42d9cfd6d,3,4,a4465b06-be56-4f08-be4c-38279353c178,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,Language Specialist V4,T1.Q14,"How difficult was this task for you, on the whole?",T1.Q14.A4,4,e58dbf2f-10e1-4027-8ff8-c625bcc1f0f9,a4465b06-be56-4f08-be4c-38279353c178,4,0,0,,,
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,a7b0e50b-d280-4276-8d08-14c42d9cfd6d,3,4,661d6ae3-4cf7-4e36-b2e3-fd1dfdccf685,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,Language Specialist V4,T1.Q15,"How confident are you about your answers, on the whole?",T1.Q15.A6,6,cccbaf0d-faab-4abf-9e61-eaf6b4c1bf06,661d6ae3-4cf7-4e36-b2e3-fd1dfdccf685,6,0,0,,,
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,dd081b58-f5d9-4789-9f0b-4af0501c5dd7,https://pe.goodlylabs.org:443/project/NYU_Language/task/2328,8390627c-c51b-46ad-a89e-05f4d03a0fee,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,4dcb20b3-cf51-444e-833e-8ee46579613c,3,4,898704c8-df6e-4edf-bdb1-5966747e74a8,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.975331,2019-10-26 22:56:59.784336,252.809005,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A11,Colorful but not misleading in any way,619afba6-6b49-4baa-9c7b-f81d8ce032ba,898704c8-df6e-4edf-bdb1-5966747e74a8,Colorful but not misleading in any way,1,1,2431,2451,insufficiently loyal
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,dd081b58-f5d9-4789-9f0b-4af0501c5dd7,https://pe.goodlylabs.org:443/project/NYU_Language/task/2328,8390627c-c51b-46ad-a89e-05f4d03a0fee,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,4dcb20b3-cf51-444e-833e-8ee46579613c,3,4,f75db5d2-6ec8-494c-a7c0-613326d55e17,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.975331,2019-10-26 22:56:59.784336,252.809005,Language Specialist V4,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q12.A1,Nope,a330d2c6-03a6-43f6-854d-4bb2954df300,f75db5d2-6ec8-494c-a7c0-613326d55e17,Nope,0,0,,,
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,dd081b58-f5d9-4789-9f0b-4af0501c5dd7,https://pe.goodlylabs.org:443/project/NYU_Language/task/2328,8390627c-c51b-46ad-a89e-05f4d03a0fee,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,4dcb20b3-cf51-444e-833e-8ee46579613c,3,4,c77b10ad-dcd6-4757-895a-40874571670f,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.975331,2019-10-26 22:56:59.784336,252.809005,Language Specialist V4,T1.Q14,"How difficult was this task for you, on the whole?",T1.Q14.A2,2,bd4fe338-2e82-495c-a0a0-f95e2a9d0c40,c77b10ad-dcd6-4757-895a-40874571670f,2,0,0,,,
