article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,13,M,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",M
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,13,M,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",M
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_50ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,005ff42f-3e41-49a0-bbb7-f6366dfbf4b7,e36702b6-3c12-470c-8e1c-e883b6f75989,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,13,L,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",L
