schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,77edb0f9-95ae-4083-9d26-e8553a69fe32,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2808,1911eaf9-45d3-4843-8856-d150a3653269,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,9cd190b6-e64c-4173-b82b-e45bbf0b2dc1,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-21 15:16:34.184452,2020-03-21 15:17:24.676089,50.491637,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,6a4694fc-791e-4a72-b972-5e96317f8cbb,dddc3c81-03cb-4770-8d88-6550d6afa0d1,It is the main argument of the entire article,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,77edb0f9-95ae-4083-9d26-e8553a69fe32,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2808,1911eaf9-45d3-4843-8856-d150a3653269,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,37fc2776-ddda-4908-9796-b2dc9b70d3a7,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:24:46.430492,2020-03-22 20:26:18.094519,91.664027,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,6a4694fc-791e-4a72-b972-5e96317f8cbb,b70f191f-9014-4d22-9630-bf7e86749006,It is the main argument of the entire article,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,77edb0f9-95ae-4083-9d26-e8553a69fe32,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2808,1911eaf9-45d3-4843-8856-d150a3653269,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,167dc0c5-1445-4e44-9d10-4b77c057f567,570cd855-dfc7-4afd-9930-f45285d207bc,2020-03-23 18:53:40.128198,2020-03-23 18:54:04.917135,24.788937,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,6a4694fc-791e-4a72-b972-5e96317f8cbb,0e237cac-4dc7-4486-97b2-68112617ff50,It is the main argument of the entire article,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,51c3475d-b122-4dd4-926f-0c97dd52b8d0,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2809,1ecd949f-96a7-4349-869c-fced8ecaf4c5,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,ed257d2d-170d-47c6-8cb7-3c97d6754e61,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-21 15:16:34.404810,2020-03-21 15:22:25.770065,351.365255,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,3240412b-d4e2-4884-b238-7598b0e15789,b5e920ed-4e2b-44b6-8fe0-0eb99c62faf2,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,51c3475d-b122-4dd4-926f-0c97dd52b8d0,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2809,1ecd949f-96a7-4349-869c-fced8ecaf4c5,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,bd30f446-ce90-44b6-b3ec-6fee6e9e7f1d,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:24:46.561613,2020-03-22 20:29:07.206868,260.645255,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,6a4694fc-791e-4a72-b972-5e96317f8cbb,a0c30c4b-67e6-41a8-ab4c-c6dd6806f6fe,It is the main argument of the entire article,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,51c3475d-b122-4dd4-926f-0c97dd52b8d0,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2809,1ecd949f-96a7-4349-869c-fced8ecaf4c5,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,16681207-1d0b-477f-86e4-d3909272ad8d,570cd855-dfc7-4afd-9930-f45285d207bc,2020-03-23 18:53:40.273819,2020-03-23 18:54:23.329294,43.055475,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,3240412b-d4e2-4884-b238-7598b0e15789,7c021538-7041-4cb9-9e6c-bcdacb439b51,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,5eb93742-5040-413e-9174-d3660c8e477d,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2810,45cfae4d-78e8-4f6b-a389-a18dccbaf32d,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,845e8194-017a-45a5-a3d6-fa2cad628069,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-22 13:20:12.154479,2020-03-22 13:23:51.028823,218.874344,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,3240412b-d4e2-4884-b238-7598b0e15789,32d98d13-5722-4d13-aff6-f123f1d8cd23,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,5eb93742-5040-413e-9174-d3660c8e477d,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2810,45cfae4d-78e8-4f6b-a389-a18dccbaf32d,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,57a30767-2938-48e0-b71e-cf66130bab81,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:26:18.323111,2020-03-22 20:30:07.249425,228.926314,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,3240412b-d4e2-4884-b238-7598b0e15789,fc536e30-1213-4eeb-987d-e2a274f24694,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,5eb93742-5040-413e-9174-d3660c8e477d,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2810,45cfae4d-78e8-4f6b-a389-a18dccbaf32d,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,3,3,5c61951d-ea82-4b45-824a-fbe930d86f83,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 19:50:10.311944,2020-03-23 19:51:26.297057,75.985113,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A1,It is the main argument of the entire article,6a4694fc-791e-4a72-b972-5e96317f8cbb,383ab263-057a-460f-81e9-a087d2df78ef,It is the main argument of the entire article,0,0,0,0,
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,02c3a392-eb70-45a0-a615-dd44b58e957d,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2811,fc9c2896-5771-45f3-8541-0ddc30b5a589,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,PYBOSSA,3,3,a8f04817-f559-4dcf-8ced-7154e48bd248,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-22 13:20:12.350703,2020-03-22 13:24:33.272982,260.922279,Argument relevance,T1.Q1,How important is the argument in bolded text to the overall article?,T1.Q1.A2,It is one of a few arguments the author wants the audience to appreciate,3240412b-d4e2-4884-b238-7598b0e15789,e3402d77-b5af-4a50-82c2-15cfaccbf79e,It is one of a few arguments the author wants the audience to appreciate,0,0,0,0,
