article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,1,4af1c5a5-650e-4ea3-a8dd-9274cf48016b,ordinal,2,0.8926906350375459,0.8926906350375459,[],NA,NA,0.8926906350375459,6,5,NA,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",Fairly credible
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,2,5e5c35ea-e965-41c3-921c-0a75f87fc648,ordinal,5,0.7890195072541119,0.7890195072541119,[],NA,NA,0.7890195072541119,6,5,NA,"Given everything you know about the world, how *biased* does the article seem to you, overall?",Not at all biased
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,e517992b-dfb3-4b01-8034-fdedbd2a883f,checklist,1,0.8333333333333334,0.16666666666666663,[],NA,NA,0.8333333333333334,6,11,NA,What type of article is this?,News report
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,M,0.16666666666666666,0.8333333333333334,M,M,M,0.08333333333333333,6,11,M,What type of article is this?,M
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,M,0.16666666666666666,0.8333333333333334,M,M,M,0.08333333333333333,6,11,M,What type of article is this?,M
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,26b004af-e376-4fdd-9f14-ad01e1bd8511,checklist,1,0.8,0.19999999999999996,[],NA,NA,0.8,5,5,NA,What type of news article is it?,Neutral description of a recent or ongoing event
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,bdfcfa4c-edbe-42b5-931c-c5c499fba2e0,checklist,2,0.6,0.4,"[671, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686, 687, 688, 689, 690, 691, 692, 693, 694, 695, 696, 697, 698, 699, 700, 701, 702, 703, 704, 705, 706, 707, 708, 709, 710, 711, 712, 713, 714, 715, 716, 717, 718, 719, 720, 721, 722, 723, 724, 725, 726, 727, 728, 729, 730, 731, 732, 733, 734, 735, 736, 737, 738, 739, 740, 741, 742, 743, 744, 745, 746, 747, 748, 749, 750, 751, 752, 753, 754, 755, 756, 757, 758, 763, 764, 765, 766, 767, 768, 769, 770, 771, 772, 773, 774, 775, 776, 777, 778, 779, 780, 781, 782, 783, 784, 785, 786, 787, 788, 789, 790, 791, 792, 793, 794, 795, 796, 797, 798, 799, 800, 801, 802, 803, 804, 805, 806, 836, 837, 838, 839, 840, 841, 842, 843, 844, 845, 846, 847, 848, 849, 850, 851, 852, 853, 854, 855, 856, 857, 858, 859, 860, 861, 862, 863, 864, 865, 866, 867, 868, 869, 870, 871, 872, 873, 874, 875, 876, 877, 878, 879, 880, 881, 882, 883, 884, 885, 886, 887, 888, 889, 890, 891, 892, 893, 894, 895, 896, 897, 898, 899, 900, 901, 902, 903, 904, 905, 906, 907, 908, 909, 910, 911, 912, 913, 914, 915, 916, 917, 918, 919, 920, 921, 922, 923, 924, 925, 926, 927, 928, 929, 930, 931, 932, 933, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 948, 949, 950, 951, 952, 953, 954, 955, 956, 957, 958, 959, 960, 961, 962, 963, 964, 965, 966, 967, 968, 969, 970, 971, 972, 973, 974]",-0.0800474355173435,-0.0800474355173435,0.25997628224132824,5,5,Osteen said he invited West because the rapper reaches people that church normally can’t//We traveled all the way from College Station//I’m actually really surprised by the mayhem. I thought people had written Kanye off. I was surprised to see so much support for him tonight,What type of news article is it?,"Report of what some person, body, or group said"
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,0,checklist,L,0.0,1.0,L,L,L,0.0,5,5,L,What type of news article is it?,L
