article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the passage contain... (check all that apply):,M
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,a7b68d4f-e59d-4a7d-95ec-d028b0759e3b,checklist,3,1.0,0.0,[],NA,NA,1.0,1,6,NA,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,Hindsight Bias
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
