schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q2.A1,T1.Q2.A2,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q4,T1.Q5,T1.Q6
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,ff624329-70e1-48f9-98c8-d798f8eecf7f,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2542,3,3,NYU_Articles/Day 3/JesusisKingSundayService.txt,100041,JesusisKingSundayService.txt,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,266c5bfa-fcf6-48a5-b8f8-b5403685a030,c56a533a-deab-4c1a-a516-e8994c45e84c,2019-11-18 22:31:07.032424,2019-11-18 22:31:51.124335,44.091911,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Provide important support to central claim of article.,5: Middling difficulty,5: 50-50
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,ff624329-70e1-48f9-98c8-d798f8eecf7f,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2542,3,3,NYU_Articles/Day 3/JesusisKingSundayService.txt,100041,JesusisKingSundayService.txt,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,51d96438-4083-4a3e-8181-8b2c0688d347,59deb714-60fb-4368-ac51-101d628951ef,2019-11-18 22:25:35.518981,2019-11-18 22:28:53.139900,197.620919,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Provide non-essential context for article.,3,7
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,ff624329-70e1-48f9-98c8-d798f8eecf7f,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2542,3,3,NYU_Articles/Day 3/JesusisKingSundayService.txt,100041,JesusisKingSundayService.txt,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,5858dbd6-dae8-42a4-81b6-626c51a10805,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-18 20:46:54.289845,2019-11-18 20:48:34.008792,99.718947,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Provide non-essential context for article.,5: Middling difficulty,9
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,bbb2f2e7-21a7-419b-8cfd-eb0b4c6c1828,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2487,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,9623bfc2-7617-40e4-9d68-61b0020769d3,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-11-14 23:52:57.984609,2019-11-15 00:15:42.850378,1364.865769,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Provide non-essential context for article.,4,6
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,bbb2f2e7-21a7-419b-8cfd-eb0b4c6c1828,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2487,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,6e571d95-dd87-4351-afaa-9550710531d2,12d9718f-030a-487e-872c-46372f945e17,2019-11-14 23:03:21.605245,2019-11-14 23:13:27.439701,605.834456,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Provide non-essential context for article.,3,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,bbb2f2e7-21a7-419b-8cfd-eb0b4c6c1828,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2487,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,88f174e7-c9a7-45d8-9ca8-2af4b33c2423,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-14 22:45:42.553902,2019-11-14 22:49:33.739392,231.18549,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,Provide important support to central claim of article.,8,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5b407c0d-b9ac-4572-b156-e3373f643002,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2483,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0bf38208-9937-4853-9088-d19a266b4960,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-11-14 22:37:12.873858,2019-11-14 23:03:30.790285,1577.916427,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Provide non-essential context for article.,4,7
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5b407c0d-b9ac-4572-b156-e3373f643002,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2483,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,18a2f6da-837f-44cf-9677-fd8d25b89ff7,12d9718f-030a-487e-872c-46372f945e17,2019-11-14 22:56:56.838351,2019-11-14 22:59:15.240391,138.40204,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Provide non-essential context for article.,4,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5b407c0d-b9ac-4572-b156-e3373f643002,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2483,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,96638940-2844-4b6e-9b4b-b9bb1abca9b0,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-14 22:40:37.211386,2019-11-14 22:43:05.576034,148.364648,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Provide important support to central claim of article.,8,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,7fd2fe94-904e-49c0-8b97-f2ac5af322b2,https://pe.goodlylabs.org/project/NYU_QuotedSources/task/2463,6,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,8b8166c8-3049-4165-b843-84196c9a73d2,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:50:57.318247,2019-11-14 22:56:53.287839,355.969592,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,"Conflicts strongly with claims/arguments of author, & not refuted.",4,8
