schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2,T1.Q3
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,93cc3eea-8fb8-40b4-8053-b0f96ce35b5b,https://pe.goodlylabs.org/project/NYU_Arguments/task/2560,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,88fa9c06-b2b8-4ce7-94eb-991009a1f6a1,570cd855-dfc7-4afd-9930-f45285d207bc,2019-11-19 22:25:37.586279,2019-11-19 23:49:49.833491,5052.247212,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,2,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,93cc3eea-8fb8-40b4-8053-b0f96ce35b5b,https://pe.goodlylabs.org/project/NYU_Arguments/task/2560,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0bbd908d-c52d-4d6e-ba01-8703382d8f9e,3412be43-641f-4df9-a2d3-bc24946e4640,2019-11-19 22:44:02.787708,2019-11-19 22:45:29.163651,86.375943,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,93cc3eea-8fb8-40b4-8053-b0f96ce35b5b,https://pe.goodlylabs.org/project/NYU_Arguments/task/2560,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,f8ce6ee8-1b5b-45ff-84e7-b8d29c968d5d,59deb714-60fb-4368-ac51-101d628951ef,2019-11-19 20:29:25.209660,2019-11-19 20:32:16.411391,171.201731,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,3,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org/project/NYU_Arguments/task/2300,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,f64c59ad-a7af-4182-a973-1dd3f6b0b8e6,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 21:23:50.003155,2019-11-13 21:25:15.450679,85.447524,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org/project/NYU_Arguments/task/2300,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,1c7d2ff1-cf7c-4187-99de-032f1565a00a,c56a533a-deab-4c1a-a516-e8994c45e84c,2019-11-13 21:18:37.261543,2019-11-13 21:19:58.278614,81.017071,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org/project/NYU_Arguments/task/2300,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,d7984286-6393-47f4-8c9b-d158cdb5627f,50b97722-8671-4131-8a54-409491b48a1e,2019-10-29 01:47:53.352348,2019-10-29 01:55:46.248210,472.895862,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,4,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org/project/NYU_Arguments/task/2300,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,9900c9e9-3d98-4822-aad9-106d387ed78a,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-10-28 04:47:52.543846,2019-10-28 04:50:16.491775,143.947929,"T1.Q1, T1.Q2, T1.Q3",1,1,0,0,0,0,9,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org/project/NYU_Arguments/task/2300,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,d2039723-ba5c-4188-b237-042e064228de,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-10-27 05:49:01.040767,2019-10-27 06:29:02.130333,2401.089566,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,0cc314d1-6bff-4980-93b0-d6136e971270,https://pe.goodlylabs.org/project/NYU_Arguments/task/2312,5,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,21be8914-fec6-4e49-8c58-76c6c6ec6d98,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 22:50:41.031382,2019-11-13 22:52:57.824105,136.792723,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,3
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,0cc314d1-6bff-4980-93b0-d6136e971270,https://pe.goodlylabs.org/project/NYU_Arguments/task/2312,5,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,3e314dbe-4602-45a9-9880-b70a7abb5d56,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 21:32:30.783903,2019-11-13 21:33:15.737432,44.953529,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,9
