article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Semantics,Language,1,,{},5,918,926,vendetta
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Semantics,Language,1,,{},5,975,1033,"Let\u2019s put this through prosecutors, not through presidents"
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Semantics,Language,1,,{},5,1112,1134,just for the interests
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Semantics,Language,1,,{},5,1573,1581,obsessed
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,NYU_Semantics,Language,1,,{},5,3114,3121,dropped
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,8390627c-c51b-46ad-a89e-05f4d03a0fee,NYU_Semantics,Language,2,,{},2,2431,2451,insufficiently loyal
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,8390627c-c51b-46ad-a89e-05f4d03a0fee,NYU_Semantics,Language,2,,{},2,2462,2530,apparently because she resisted pressuring Ukraine on his priorities
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,744c7cbe-cf44-4cbb-bbb0-901b0d4f35a3,NYU_Semantics,Language,3,,{},2,4278,4309,we will get to the bottom of it
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,744c7cbe-cf44-4cbb-bbb0-901b0d4f35a3,NYU_Semantics,Language,3,,{},2,4334,4365,"I\u2019m sure you will figure it out"
NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,1eb2228d-4038-4671-8655-fb1aa9301f91,NYU_Semantics.adjudicated,30533b18-8c5c-440b-84d5-9592afd29328,Adjudicator nick task 1783 article number 100028,True,e318f36a-40f8-4a9f-bb21-3708e751e181,c8b06e53-82b4-429f-882e-df7fad43369d,NYU_Semantics,Language,5,,{},1,5022,5029,bragged
